ref,External ID,Name,City,Country,customer,supplier,Email,Fax,Is a Company,Mobile,Phone,Notes,State,Street,Street2,Zip,Account Payable,Account Receivable,Tags,Vendor Payment Terms
ZV.214,vendor1877,AISYAH GARMENT (DENIM),,,FALSE,TRUE,yono.y577@gmail.com,,,82118479398,82118479398,,,JL.CIMENCRANG MELATI UTAMA 2,,,,,,After Delivery
VMDS08,vendor1878,DEDE CMT (MDS),,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
SV.179,vendor1879,DIAT-STANDARD (SLP),,,FALSE,TRUE,,,,,,,,DIAT,,,,,,After Delivery
SPL-000001,vendor1880,Adipura Mandiri,,,FALSE,TRUE,,,,"022 - 5436999, Faks 022 - 5437175",,,,"Komp. Pasadena A2 No. 39A, Bandung 40223",,,,,,Net 30 Days
SV.003,vendor1881,AGUNG (SLP),,,FALSE,TRUE,,,,8132140440,,,,AGUNG,,,,,,Immediate
ZV.108,vendor1882,AGUS RUSMANA (ZOYA),,,FALSE,TRUE,,,,8531538048,,,,BANDUNG,,,,,,Net 45 Days
SV.005,vendor1883,AHMAD VENDOR (SLP),,,FALSE,TRUE,,,,022-91405228,,,,"AHMAD, VENDOR",,,,,,After Delivery
SS.360,vendor1884,AKEL (EC),,,FALSE,TRUE,,,,,,,,AKEL,,,,,,Net 15 Days
SPL-000002,vendor1885,Almigraph,,,FALSE,TRUE,Tetioth46@gmail.com,,,022-91199365/085722685818,,,,Kompleks Bpk(parken) Blok H2 No. 46 Rt 05 Rw 04 Kel. Cangkuang Kec. Panjung Bandung,,,,,,Net 60 Days
ZV.095,vendor1886,ANTON HARTOYO  (ZOYA),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
SV.185,vendor1887,Avrian Sadeq (EC),,,FALSE,TRUE,,,,85220142011,,,,ALAN,,,,,,Net 7 Days
SS.073,vendor1888,BANDUNG (SLP),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 7 Days
SPL-000003,vendor1889,Bintang Offset,,,FALSE,TRUE,Offsetbintang@yahoo.co.id,,,022-91166368,,,,Jl. Simpang Industri No. 4 Bandung,,,,,,
SPL-000042,vendor1890,Carrefoure,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,After Delivery
ZV.211,vendor1891,CECEP (MZR),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
ZS.111,vendor1892,Dunia Sandang (ZH),,,FALSE,TRUE,,,,022 - 6003309,,,,Irawan/ Ibu Reni,,,,,,After Delivery
HQ SMT,vendor1893,CEPI,,,FALSE,TRUE,CEPI@YAHOO.COM,,,9877633,9876654,,,SOREANG,,,,,,After Delivery
SPL-000040,vendor1894,CV. Sinar Fajar Prima,,,FALSE,TRUE,Sinarfajarprima142@yahoo.co.id,,,022-7510134 Faks : 0227538725,,,,Jl. Batununggal Indah Raya No. 142 A Bandung 40266,,,,,,After Delivery
SPL-000056,vendor1895,CV. Teguh,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Net 14 Days
SV.130,vendor1896,DADANG (SLP),,,FALSE,TRUE,,,,81320415608,,,,DADANG (SLP),,,,,,After Delivery
SV.182,vendor1897,Dedi Rohendi (EC),,,FALSE,TRUE,,,,85320090755,,,,Dedi Rohendi,,,,,,After Delivery
SS.129,vendor1898,DIDIN BORDIR (SLP),,,FALSE,TRUE,,,,81320937349,,,,DIDIN BORDIR (SLP),,,,,,Immediate
ZS.138,vendor1899,DUNIA SANDANG (ZOYA),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Net 14 Days
SPL-000048,vendor1900,Gunung Mas Labeltech,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,After Delivery
SV.035,vendor1901,HERI (SLP),,,FALSE,TRUE,,,,81320488691,,,,HERI,,,,,,Immediate
ZV.165,vendor1902,HERI (ZOYA)/MULYANA SUJARI,,,FALSE,TRUE,,,,"082120014222, 081220245599",,,,.VENDOR,,,,,,Immediate
SPL-000032,vendor1903,Holis Keranjang,,,FALSE,TRUE,,,,,,,,Taman Holis,,,,,,Net 30 Days
ZS.180,vendor1904,ISTANA PAYETTE (ZOYA),,,FALSE,TRUE,,,,021-6499187,,,,JAKARTA,,,,,,Net 30 Days
SS.366,vendor1905,ITA AKSESORIS (EC),,,FALSE,TRUE,,,,,,,,ITA,,,,,,After Delivery
ZS.214,vendor1906,IVAN SOFYAN (MEZZORA),,,FALSE,TRUE,,,,,,,,IVAN SOFYAN,,,,,,
SS.046,vendor1907,Jadi Jaya Textile (SLP),,,FALSE,TRUE,,,,4237814,,,,BANDUNG,,,,,,Net 30 Days
ZV.145,vendor1908,JAJANG SAEFUL ANWAR (ZOYA),,,FALSE,TRUE,,,,,,,,SAEFUL,,,,,,Net 30 Days
SV.044,vendor1909,JAJANG (SLP),,,FALSE,TRUE,,,,022-76311487,,,,JAJANG,,,,,,Net 30 Days
JKNSBY,vendor1910,JakartaNotebook Surabaya,,,FALSE,TRUE,Surabaya@jakartanotebook.com,,,(031) 5820 8306,8893306588,,,Ruko Sandiego Mainstreet MR 2 No. 6 (79),,,,,,
SV.140,vendor1911,EUIS JULAEHA (SLP),,,FALSE,TRUE,,,,,,,,EUIS JULAEHA,,,,,,Net 30 Days
ZS.066,vendor1912,JAWA TEXTILE (ZOYA),,,FALSE,TRUE,,,,022-76290439,,,,BANDUNG,,,,,,Net 30 Days
SPL-000063,vendor1913,Kiem Hien,,,FALSE,TRUE,,,,,,,,Jl. Abc Bandung,,,,,,Net 30 Days
SS.098,vendor1914,KONPEKSI (SLP),,,FALSE,TRUE,,,,022-4206896,,,,KONPEKSI (SLP),,,,,,Net 30 Days
SS.330,vendor1915,MAKMUR JAYA (EC),,,FALSE,TRUE,,,,,,,,MAKMUR JAYA,,,,,,Net 30 Days
SS.317,vendor1916,MEGA LESTARI (ENCYCLO),,,FALSE,TRUE,,,,022-91732387 ,,,,CI LILIS,,,,,,Net 30 Days
SS.102,vendor1917,MEGA LESTARI (SLP),,,FALSE,TRUE,,,,022-91732387 ,,,,MEGA LESTARI (SLP),,,,,,Net 30 Days
SPL-000044,vendor1918,Mitsubishi,,,FALSE,TRUE,,,,,,,,Pelajar Pejuang,,,,,,Net 30 Days
SPL-000064,vendor1919,Obor Indonesia,,,FALSE,TRUE,Bandung@obormachinery.com,,,86060757,,,,Jl.pasirkaliki No.25-27,,,,,,Net 30 Days
SV.202,vendor1920,ODI-MARKER MD (SLP),,,FALSE,TRUE,,,,,,,,ODI,,,,,,Net 30 Days
SPL-000039,vendor1921,PD Besar,,,FALSE,TRUE,,,,022-7300773,,,,Jl. Karapitan 115 B Bandung 42062,,,,,,Net 30 Days
SV.172,vendor1922,Muh Muhidin (SLP),,,FALSE,TRUE,,,,83822608306,,,,Jl. Cibeunying Kolot No. 38 Rt 07/21 40133,,,,,,Net 30 Days
SV.056,vendor1923,OHID HIDAYAT (SLP),,,FALSE,TRUE,,,,0852-2290-4139 / (022) 92507659,,,,OHID HIDAYAT,,,,,,Net 30 Days
ZS.158,vendor1924,PT JAYA MANDIRI (ZOYA),,,FALSE,TRUE,,,,021-6013905,,,,Jakarta,,,,,,Net 14 Days
PDK,vendor1925,PD. Kurnia Semesta Agung,,,FALSE,TRUE,,,,,817422606,,,,,,,,,Net 30 Days
ZV.129,vendor1926,PEPEN (ZOYA),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 30 Days
SPL-000070,vendor1927,PT. Asia Afrika Plastik,,,FALSE,TRUE,Andy.aaplastik@yahoo.com,,,(022) 6014570 Fax: (022) 6017285,,,,Jln. Garuda 91-93 Bandung,,,,,,Net 60 Days
SS.010,vendor1928,PT MIRTEXINDO SEJATI (SLP),,,FALSE,TRUE,,,,(021) 6128090,,,,PT MIRTEXINDO SEJATI,,,,,,Net 60 Days
VMDL-001,vendor1929,PT Mungkin Dia Lelah,,,FALSE,TRUE,MDL_cyin@gmail.com,,,227835987,81869487565,,,Gg Haji Asep 2 No 1,,,,,,After Delivery
SPL-000053,vendor1930,Shiruba,,,FALSE,TRUE,Nay.komara@gmail.com,,,Fax 4218825,,,,Bandung,,,,,,Net 30 Days
ZV.186,vendor1931,RED LABEL (MHN),,,FALSE,TRUE,,,,(022) 92619897,,,,Yunus Rustian,,,,,,Net 60 Days
SS.358,vendor1932,RICKY-DKM (EC),,,FALSE,TRUE,,,,,,,,KO RICKY,,,,,,Net 90 Days
SV.106,vendor1933,RITA AMAT (SLP),,,FALSE,TRUE,,,,022-70466607,,,,BANDUNG,,,,,,Net 30 Days
ZV.171,vendor1934,RUSDI RUSTANDI(ZOYA),,,FALSE,TRUE,,,,85322550247,,,,.VENDOR,,,,,,Net 60 Days
SPL-000043,vendor1935,Shine Tech,,,FALSE,TRUE,,,,,,,,Jl. Kol. Masturi KM. 3 No. 46 Cimahi,,,,,,After Delivery
SS.296,vendor1936,SIDIKI EKBER (SLP),,,FALSE,TRUE,,,,,,,,Turki,,,,,,Net 7 Days
SPL-000018,vendor1937,Sigma Paper,,,FALSE,TRUE,,,,022-70830578,,,,Kompleks Kota Mas Jl. Kota Mas 3 No. 36 Cimahi Bandung 40511,,,,,,Immediate
SPL-000019,vendor1938,Sinar Labelindo,,,FALSE,TRUE,Sinar_labelindo@hotmail.com,,,022-76263822/022-70761355/,,,,Jl. Moh. Toha No. 191,,,,,,Net 7 Days
SS.159,vendor1939,SINAR MONEN (SLP),,,FALSE,TRUE,,,,021-65300450,,,,SINAR MONEN (SLP),,,,,,Net 7 Days
ZV.051,vendor1940,SITI N (ZOYA),,,FALSE,TRUE,,,,95182754,,,,SITI N (ZOYA),,,,,,Net 14 Days
SV.191,vendor1941,YOGI (STANDARD - SLP),,,FALSE,TRUE,,,,,,,,YOGI (STANDARD),,,,,,Net 14 Days
ZV.052,vendor1942,SOKA (ZOYA),,,FALSE,TRUE,,,,,,,,SOKA,,,,,,Net 30 Days
SV.064,vendor1943,TARSAD (SLP),,,FALSE,TRUE,,,,(022) 85921014,,,,TARSAD,,,,,,After Delivery
ZV.056,vendor1944,TARSAD (ZOYA),,,FALSE,TRUE,,,,0813-2137-4962,,,,TARSAD,,,,,,Net 14 Days
SPL-000050,vendor1945,Toko Budi,,,FALSE,TRUE,,,,,,,,Jl. Cibadak Bandung,,,,,,Immediate
SPL-000037,vendor1946,Toko Kamal,,,FALSE,TRUE,,,,,,,,Jl. Braga,,,,,,After Delivery
SPL-000035,vendor1947,Toko Seribu Satu,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Net 30 Days
SPL-000028,vendor1948,Udin Cones,,,FALSE,TRUE,,,,,,,,Jl  Maleber Barat Inpres Andir Bandung,,,,,,
ZV.063,vendor1949,UJANG (ZOYA),,,FALSE,TRUE,,,,022 70004432,,,,UJANG,,,,,,Net 14 Days
SPL-000051,vendor1950,Universal,,,FALSE,TRUE,,,,022-6015337,,,,Jl. Cibadak No. 242,,,,,,
SV.188,vendor1951,YATI H (EC),,,FALSE,TRUE,,,,(022) 91276994 / (022) 70367947,,,,YATI H,,,,,,
SV.069,vendor1952,YATI H (SLP),,,FALSE,TRUE,,,,(022) 91276994 / (022) 70367947,,,,YATI H,,,,,,
SPL-000029,vendor1953,Z3,,,FALSE,TRUE,,,,2275158844,,,,Jl. Palasari No. 22 Bandung 40264,,,,,,
SV.192,vendor1954,TARSAD (EC),,,FALSE,TRUE,,,,(022) 85921014,,,,TARSAD,,,,,,
SV.115,vendor1955,WIDYO SULISTYO - Payet (SLP),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 45 Days
SV.050,vendor1956,KUSMANA (SLP),,,FALSE,TRUE,,,,022-70026431,,,,KUSMANA,,,,,,Net 30 Days
SMT00054,vendor1957,RUDIE ZAENUDIN (SMT),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
ZS.224,vendor1958,ANUGRAHTEX (ZOYA),,,FALSE,TRUE,,,,,,,,ANUGRAHTEX,,,,,,Immediate
ZS.223,vendor1959,LINA SURYANI (DENIM),,,FALSE,TRUE,,,,8562206664,,,,LINA SURYANI,,,,,,Net 30 Days
ZS.222,vendor1960,TOKO ANAM (SMT),,,FALSE,TRUE,,,,21.3901181,,,,TOKO ANAM,,,,,,Net 14 Days
M0082,vendor1961,Pesona Indah,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Net 14 Days
SV.198,vendor1962,ANTON SANTOSA (EC),,,FALSE,TRUE,,,,,,,,ANTON SANTOSA,,,,,,Net 7 Days
ZS.210,vendor1963,LIKAH SOLIHAH-TARGO (zoya Jeans)),,,FALSE,TRUE,,,,,,,,LIKAH,,,,,,Net 14 Days
P0001,vendor1964,PRIANGAN,,,FALSE,TRUE,,,,,,,,,,,,,,Net 7 Days
SS.372,vendor1965,BANDUNG (ENCYCLO),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 14 Days
SS.373,vendor1966,KONPEKSI (ENCYCLO),,,FALSE,TRUE,,,,,,,,KONPEKSI,,,,,,Net 14 Days
ZV.223,vendor1967,NANANG IMRON ASHARI (ZOYA),,,FALSE,TRUE,,,,81391155002,,,,NANANG,,,,,,Net 14 Days
SS.374,vendor1968,JAYA MANDIRI (EC),,,FALSE,TRUE,,,,2131907064,,,,ELLI A..A,,,,,,Net 7 Days
ZS.225,vendor1969,PT NAMYEUNG KNITING (ZOYA),,,FALSE,TRUE,,,,,,,,NAMYEUNG,,,,,,Net 14 Days
SPL-0000177,vendor1970,PT.Roda Hammerindo Jaya,,,FALSE,TRUE,,,,87823324990,85353671412,,,JL.Kopo 445 Komp. Pergudangan Biz Park A3 No.16 Bandung,,,,,,Net 14 Days
SS.375,vendor1971,CIPTA SELARAS (SLP),,,FALSE,TRUE,,,,,,,,CIPTA SELARAS (SLP),,,,,,Net 30 Days
MZR00011,vendor1972,ZAMROL (MEZORA),,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
SV.199,vendor1973,HANI - STANDARD (SLP),,,FALSE,TRUE,,,,,,,,HANI,,,,,,Net 14 Days
SPL-0000113,vendor1974,Pt.Mata Hati Isa Asma Nadia,,,FALSE,TRUE,,,,217760208,,,,Jl. Merapi Raya No.42 Rt 07 Rw 09,,,,,,Net 7 Days
SS.369,vendor1975,PT GLOBAL PRATAMA SUKSES (EC),,,FALSE,TRUE,,,,22.86066565,,,,BANDUNG,,,,,,Net 14 Days
SPL-0000107,vendor1976,Permata Digital,,,FALSE,TRUE,Permata.digital@yahoo.com,,,,,,,Cibiru,,,,,,Net 7 Days
LGM00055,vendor1977,DENI HENDRAWAN (LGM),,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
M0016,vendor1978,Preview (MDS),,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
V7,vendor1979,CV.PRAMEDIA.UTAMA (MEZORA),,,FALSE,TRUE,8112109385,,,22.73910085,,,,BANDUNG,,,,,,Immediate
SS.379,vendor1980,AELIDA SHOES(SLP),,,FALSE,TRUE,,,,,81320347378,,,SUKAGALIH SUKAJADI,,,,,,Net 14 Days
M0015,vendor1981,Madu Nusantara,,,FALSE,TRUE,,,,,,,,Jl.soekarna Hatta No.639,,,,,,Net 7 Days
SS.389,vendor1982,Cv Makmur Abadi Jaya,,,FALSE,TRUE,rakatrading@gmail.com,,,021 29371437/38,8129139852,,,Komp Ruko Mega Glodok Kemayoran Blok D No 6,,,,,,Net 75 Days
ZS.240,vendor1983,Pt Marga Sandang (smt),,,FALSE,TRUE,,,,022-5424913,,,,Niki Lili Saputra,,,,,,Net 14 Days
M0017,vendor1984,Danies (MDS),,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
SPL-0000120,vendor1985,Faranelli,,,FALSE,TRUE,,,,81220656666,81322333222,,,Jl Babakan Ciamsi 248/5 B Bandung,,,,,,Net 7 Days
SS.390,vendor1986,PT WON BUTTON ( SLP ),,,FALSE,TRUE,sales@wonbutton.com,,,022-8888 7413,,,,"Komplek Taman Kopo Indah III Blok E16 No 29, Bandung",,,,,,Net 7 Days
SV.118,vendor1987,DENI HENDRAWAN (SLP),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 60 Days
SPL-0000114,vendor1988,@seven,,,FALSE,TRUE,asteven2012@gmail.com,,,,,,,Jl Babaknsari Gang Aden Rt/03/06,,,,,,Net 14 Days
SS.380,vendor1989,OBRAS CEPAT (mds),,,FALSE,TRUE,,,,,,,,OBRAS CEPAT,,,,,,Net 14 Days
MDS002,vendor1990,YANI,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
ZS 972,vendor1991,PT Kewalram Indonesia (SMT),,,FALSE,TRUE,,,,022 7794312,,,,Jl Raya Rancaekek Km 25,,,,,,Net 14 Days
ZS.235,vendor1992,PT. Gistex ( Zoya ),,,FALSE,TRUE,sales@gistexgroup.com,,,022-6670042/6674741,87822922928,,,Jl. Nanjung No. 82,,,,,,Net 14 Days
ZS.236,vendor1993,PT. WIBOWO ARTHA KURNIA ( ZOYA ) ),,,FALSE,TRUE,wak_tex@yahoo.co.id,,,022- 5226789,022-91298460,,,Jl. Mekar Agung No. 46,,,,,,Net 75 Days
SPL-0000208,vendor1994,Bandung Percetakan.com,,,FALSE,TRUE,,,,,,,,"Jl. Raya Bojong Soang No. 269,Cipagalo, Bandung, Jawa Barat",,,,,,Immediate
M0009,vendor1995,QUEENAYA,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
SS 389,vendor1996,La Femme (EC),,,FALSE,TRUE,,,,,,,,Jl. Jend Sudirman,,,,,,Immediate
M0028,vendor1997,MALAYA (MDS),,,FALSE,TRUE,,,,,,,,,,,,,,Net 60 Days
IENC,vendor1998,Internal - Encyclo,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
ISLP,vendor1999,Internal - SLP,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
ZS.108,vendor2000,Sonny (COSMETIC),,,FALSE,TRUE,,,,,,,,Sonny,,,,,,After Delivery
SPL-000020,vendor2001,CV.Sinar Tawekal,,,FALSE,TRUE,Jhondayat99@gmail.com,,,022-70371910,,,,Jl. Pelindung Hewan Gg. Masjid Darusalam Rt 02 Rw O8 Bandung,,,,,,Immediate
SPL-000024,vendor2002,Tagen Labelindo,,,FALSE,TRUE,Tagenbdg@gmail.com,,,,,,,Bandung,,,,,,Net 14 Days
SPL-000014,vendor2003,Prima Parahyangan Computer,,,FALSE,TRUE,,,,022-7317053,,,,Jl. Cijagra No 7 Bandung,,,,,,Net 30 Days
SPL-000008,vendor2004,Ghuroba,,,FALSE,TRUE,Newghuroba@gmail.com,,,81910119073,81224009978,,,Jl. Sukarame Dalam I No. 10 (blakang BCA Cicadas) Bandung,,,,,,Net 14 Days
SPL-000027,vendor2005,Trijaya,,,FALSE,TRUE,,,,022-4240070,,,,Jl. Cibadak No. 497/pajagalan 2A,,,,,,Net 14 Days
PB.047,vendor2006,PT.Trans Standard Internasional,,,FALSE,TRUE,,,,021-65309088,0821-2149-1675,,,"Jl.Sunter Jaya 1,Ruko Danau",,,,,,Immediate
SPL-000099,vendor2007,Yens Creatif,,,FALSE,TRUE,yens_kreatif@yahoo.com,,,6013948,fax 6017070,,,Lantai 3 Blok BB No.11 Pusat Grosir Mangga Dua,,,,,,Immediate
M0030,vendor2008,FEBY COLLECTION (MDS),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
PB.053,vendor2009,PT.ASTAGUNA WISESA,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
3,vendor2010,BUSANA CEMERLANG (ZOYA),,,FALSE,TRUE,,,,22.7800351,,,,BANDUNG,,,,,,Net 14 Days
M0031,vendor2011,Hasgardini,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
SS.954,vendor2012,Cosmo Textile & Tailor (SLP),,,FALSE,TRUE,,,,224246818,81296920064,,,Pasar Bari Trade Centre Bandung Lt 2 Blok D2 No 06,,,,,,Net 14 Days
ZS.958,vendor2013,SAB Wexing (SMT),,,FALSE,TRUE,,,,021 56945815,8159545899,,,Ruko Cordoba Blok A Bukit Golf Mediterania Pantai Indah Kapuk Jakarta Utara,,,,,,Net 14 Days
TES SUPPLIER BAHAN BAKU,vendor2014,TES SUPPLIER BAHAN BAKU,,,FALSE,TRUE,Supplier@yahoo.com,,,022-7101100,81910102929,,,Jalan Manalagi,,,,,,Net 14 Days
TES VENDOR,vendor2015,TES VENDOR,,,FALSE,TRUE,vendor@yahoo.com,,,022-7101199,81929292828,,,Jalan Rumah Sakit,,,,,,Net 14 Days
ZS.229,vendor2016,PT. Putera Jaya Promo (ZOYA),,,FALSE,TRUE,,,,,,,,PT. PUtera Jaya Promo,,,,,,Net 21 Days
ZS.230,vendor2017,LA FEMME (SMT),,,FALSE,TRUE,,,,,,,,LA FEMME,,,,,,Net 21 Days
TESTING SUPPLIER,vendor2018,TESTING SUPPLIER,,,FALSE,TRUE,supplier@yahoo.com,,,022 21110987,81919191717,,,Jalan Jakarta,,,,,,Net 14 Days
TESTING SUPPLIER 2,vendor2019,TESTING SUPPLIER 2,,,FALSE,TRUE,supplier@yahoo.com,,,227101100,81919191818,,,Jalan Wonosobo,,,,,,Net 14 Days
TESTING SUPPLIER 4,vendor2020,TESTING SUPPLIER 4,,,FALSE,TRUE,supplier@yahoo.com,,,2271010102929,81919191818,,,Jalan Manuka,,,,,,Net 14 Days
ZS.233,vendor2021,BATIK FRACTAL (MHN-KS),,,FALSE,TRUE,,,,022-7273033,,,,CV PIKSEL INDONESIA,,,,,,Jatuh Tempo Tgl 10
TESTING SUPPLIER 3,vendor2022,TESTING SUPPLIER 3,,,FALSE,TRUE,supplier@yahoo.com,,,022-710191988,8191991778,,,Jalan Manukwari,,,,,,Net 30 Days
TESTING SUPPLIER 5,vendor2023,TESTING SUPPLIER 5,,,FALSE,TRUE,SUPPLIER@YAHOO.COM,,,022-766872927,81919191818,,,JALAN WONOSOBO,,,,,,Net 14 Days
TESTING SUPPLIER 6,vendor2024,TESTING SUPPLIER 6,,,FALSE,TRUE,SUPPLIER@YAHOO.COM,,,022-7101199,81919191818,,,JALAN JAKARTA,,,,,,Net 14 Days
TESTING SUPPLIER 13,vendor2025,TESTING SUPPLIER 13,,,FALSE,TRUE,,,,,,,,,,,,,,Net 60 Days
TESTING SUPPLIER 7,vendor2026,Testing SUPPLIER 7,,,FALSE,TRUE,SUPPLIER@YAHOO.COM,,,022-7101919188,81919191818,,,JALAN MANUKWARI,,,,,,Net 60 Days
TESTING SUPPLIER 8,vendor2027,TESTING SUPPLIER 8,,,FALSE,TRUE,SUPPLIER@YAHOO.COM,,,022-719181716,81918181899,,,JALAN SRAGEN NO 9,,,,,,Net 14 Days
TESTING SUPPLIER 9,vendor2028,TESTING SUPPLIER 9,,,FALSE,TRUE,SUPPLIER@YAHOO.COM,,,227019128310,81919191010,,,JALAN SRAGEN,,,,,,Net 14 Days
TESTING SUPPLIER 10,vendor2029,TESTING SUPPLIER 10,,,FALSE,TRUE,SUPPLIER@YAHOO.COM,,,227191092831,81919191818,,,JALAN SRAGEN,,,,,,Net 14 Days
TESTING SUPPLIER 11,vendor2030,TESTING SUPPLIER 11,,,FALSE,TRUE,SUPPLIER@YAHOO.COM,,,2298737897,8191919818,,,JALAN SRAGEN NO 9,,,,,,Net 14 Days
TESTING SUPPLIER 12,vendor2031,TESTING SUPPLIER 12,,,FALSE,TRUE,SUPPLIER@YAHOO.COM,,,2270188439,81919191818,,,JALAN SRAGEN NO 9,,,,,,After Delivery
TESTING SUPPLIER 14,vendor2032,TESTING SUPPLIER 14,,,FALSE,TRUE,supplier@yahoo.com,,,22743098420,81919191818,,,Jalan Tabanan Raya No 4,,,,,,After Delivery
TEST ZV,vendor2033,CV FADL ( ZOYA ),,,FALSE,TRUE,CVFADL@YAHOO.COM,,,707098,9098988990,,,RANCAEKEK,,,,,,Immediate
SP-001,vendor2034,Supplier Dadang,,,FALSE,TRUE,Supplier@yahoo.com,,,227101101091,81919191818,,,Jalan Atambua 20,,,,,,After Delivery
U,vendor2035,UCIE,,,FALSE,TRUE,uci.susilowati@shafco.co.id,,,2506326,81573034537,,,JL SUKAMANTRI 1,,,,,,Net 30 Days
ZC02,vendor2036,PT. Cosmax,,,FALSE,TRUE,cedefindo@gmail.com,,,7025687,81234567812,,,Bekasi,,,,,,Net 60 Days
TESTING SUPPLIER 15,vendor2037,TESTING SUPPLIER 15,,,FALSE,TRUE,supplier@yahoo.com,,,7650989,98283762,,,Antapani,,,,,,Net 60 Days
S1,vendor2038,Camille Yeung,,,FALSE,TRUE,guhua-camille@outlook.com,,,,,,,Hongkong,,,,,,Net 30 Days
SS-1,vendor2039,Toko Kancing,,,FALSE,TRUE,tokokancing@yahoo.com,,,022-3455665,99977323,,,Jl. Melati No 5,,,,,,Net 60 Days
M0032,vendor2040,FARIKHAH,,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
SPL-0000191,vendor2041,CV. Aries Anugrah Karya Utama,,,FALSE,TRUE,arieskaryaanugrah@gmail.com,,,022 6017142,81320530921,,,Jl. Pagarsih No. 102 B Bandung,,,,,,Net 14 Days
ZS.313,vendor2042,PT INDO PASIFIK,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
ZS.239,vendor2043,Citra Busana (smt),,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,After Delivery
10,vendor2044,CV. Hamparan Agung Naimindo,,,FALSE,TRUE,,,,022 7531524,816620091,,,KawasanpergudanganBizzpark Comercial Estate Kawasan 1 Blok AA6 Kav 33,,,,,,After Delivery
SS 361,vendor2045,SANDANG SARITEX (SLP),,,FALSE,TRUE,agusrana@sandangsaritex.com,,,022 7801841/ 022 7803254,82118999699,,,JL AH NASUTION 105A,,,,,,After Delivery
SPL-0000190,vendor2046,Denko Wahana Prima,,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
MZR00034,vendor2047,AHMAR AMIRI (MEZORA),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
ZS 949,vendor2048,Diar Warna (mezora),,,FALSE,TRUE,,,,,,,,Jl Logam Gg Pesantren No 416,,,,,,Net 14 Days
VSLP,vendor2049,PT SOEN JEWELLERY ( SLP),,,FALSE,TRUE,,,,8179202605,,,,,,,,,,Net 14 Days
VEC,vendor2050,ENGKUS HIDAYAT ( EC ),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 10 Days
VZ1,vendor2051,PT.EMJIE BUSANA CEMERLANG  (ZOYA),,,FALSE,TRUE,,,,22.5416119,,,,BANDUNG,,,,,,Net 14 Days
VZ2,vendor2052,CV PRAMEDIA UTAMA (ZOYA),,,FALSE,TRUE,,,,22.73910085,,,,BANDUNG,,,,,,Net 14 Days
SS.393,vendor2053,OBRAS CEPAT (MEZORA),,,FALSE,TRUE,,,,022-4200252,,,,OBRAS CEPAT,,,,,,Net 7 Days
M0080,vendor2054,THAMRIN CITY,,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
PB.075,vendor2055,NIKU Supplier,,,FALSE,TRUE,,,,022-7313378,0857-22003991,,,Jl. Batu Kencana No.14,,,,,,Net 14 Days
SS.378,vendor2056,CI ANYET (EC),,,FALSE,TRUE,,,,,,,,CI ANYET (EC),,,,,,Net 14 Days
SPL-0000110,vendor2057,Worker,,,FALSE,TRUE,,,,82117008297,,,,Jl.babakan Sari III No.189 Kiaracondong,,,,,,Immediate
ZV.149,vendor2058,MUHTAR GOJALI,,,FALSE,TRUE,targho.as@gmail.com,,,81320667905,,,,Gg NATA 22 BINONG JATI,,,,,,Net 7 Days
SV.209,vendor2059,Ahmar Amiri (SLP),,,FALSE,TRUE,,,,85315656740,,,,Ahmar Amiri (SLP),,,,,,Net 60 Days
